process_id,state_name,state_code_lgd,district_name,district_code_lgd,type_of_project,ngo_name,ngo_address,ngo_unique_id,project_id,project_address,scheme_project_name,scheme_project_id,form_type,acknowledgement_number,financial_year,applied_date,male_count,female_count,others_count
59366,ANDHRA PRADESH,28,GUNTUR,506,c,SRI VENKATESWARA  MAHILA MANDALI,"d.no :5-8-11/32/7 brodipetguntur-522002, Pin-522002",AP/2016/0105754,SC/AP/GNT/01433,"89, ground, Chowdavaram Main road Near Iron mess company Guntur rural , Main Road, Near Iron Mess company, Chowdavaram, Guntur , Chowdavaram ",Residential School,1,SC,AP/AP/00005018/SC/04-22/54941,2022-23,5/9/2022,,,
59368,MAHARASHTRA,27,GONDIA,476,c,Wagdara bahuudheshiy sevabhavi sanstha Nanded,"SAMBHAJI NAGAR NANDED, Pin-431605",MH/2018/0182916,SC/MH/GON/01593,"04, TWO FLOOR, NEAR OF AGRI COLLEGE TIDKA, SADAK ARJUNI TO TIDKA ROAD, TIDKA",Hostel,3,SC,MH/MH/00016083/SC/04-22/54943,2022-23,5/13/2022,,,
59369,MAHARASHTRA,27,JALGAON,478,c,Shri Mahila Bal Kalyan and Apang Punarvasan Vikas Mandal Dhu,"Trimurti Chowk, Bazar Peth, Kasare, Tq. Sakri Dist. Dhule (M.S)",MH/2016/0106804,SC/MH/JLG/07305,"Plot No 03, 1-2-3, Muktai, Near Vitthal Rakhumai Temple MJ Collage Back Side, Laxmi Nagar, Postal Colony Road, Jalgaon",Hostel,3,SC,MH/MH/00004749/SC/04-22/54944,2022-23,5/12/2022,,,
59371,MAHARASHTRA,27,HINGOLI,477,c,LATE TEHLARAM KHURANA PRATISHTHAN HINGOLI,"LATE TEHLARAM KHURANA PRATISHTHAN HINGOLI
C/O SWAR KALA MANDIR, RAILWAY STATION ROAD
HINGOLI - 431513
TQ DIST HINGOLI",MH/2016/0103351,SC/MH/HIN/00834,"Gat No.324, 1st 2nd 3rd, Annapurna International School of Scholars, NH 161, Kalgaon Basamba",Hostel,3,SC,MH/MH/00003306/SC/04-22/54946,2022-23,5/12/2022,,,
59374,ODISHA,21,RAYAGADA,370,c,Shakti Social Cultural and Sporting Organisation,"Shakti Organisation(SSCSO)Sorishpadar Road,Post-Ramanaguda, Pin-765029",OR/2010/0033741,SC/OR/RYG/02568,"391/416, 1st Floor-North side, Hyundai Showroom side road, Kotapeta Farm Street, Rayagada",Hostel,3,SC,OR/OR/00006062/SC/04-22/54949,2022-23,5/14/2022,,,
59375,UTTAR PRADESH,9,GONDA,147,c,Pawan Sewa Sansthan,"Moh-Mewatiyan, Tarabganj Road, Chungi Naka Rajendra Nagar, Gonda - 271001",UP/2009/0007298,SC/UP/GND/00890,"0, GROUND FLOOR, IN FRONT OF NANDAN TRADERS, TARABGANJ ROAD, GONDA",Residential School,1,SC,UP/UP/00003532/SC/04-22/54950,2022-23,5/8/2022,,,
59381,ASSAM,18,NAGAON,297,c,gram vikas parishad,"Vill: Rangaloo, P.O. Jumarmur, Distt. Nagaon, State: Assam, PIN : 782427, Pin-000000",AS/2012/0052650,SC/AS/NGN/00756,"351, Ground Floor, Near Mazjid, Chokitup Maszid Road, Nagaon",Non-Residential School,2,SC,AS/AS/00011585/SC/04-22/54953,2022-23,5/13/2022,,,
59390,WEST BENGAL,19,EAST MEDINIPUR,317,c,Raychak Morning Star Club,"Raychak Morning Star Club
Vill Raychak PO Sajinagachia
Pin 721154
",WB/2009/0002126,SC/WB/MPE/00504," 549,550 , Ground Floor, Raychak Pry School, Raychak PWD Raychak Sajinagachia Pulsita Kolaghat Purba Medinipur Pin 721154, Village",Hostel,3,SC,WB/WB/00002057/SC/04-22/54958,2022-23,5/16/2022,,,
59391,KARNATAKA,29,VIJAYAPURA,530,c,SHREE SIDDHARTH VIDYAVARDHAK SANGH KALAKERI,SHREE SIDDHARTH VIDYAVRDHAK SANGH KALAKERI TQ SINDAGI,KA/2016/0104672,SC/KA/VJP/01421,"2943, 1st floor, Aski road, Aski Road, Kalakeri",Residential School,1,SC,KA/KA/00006867/SC/04-22/54959,2022-23,5/10/2022,,,
59476,ASSAM,18,NAGAON,297,c,Global Health Immunisation and Population Control Organisation,"Vill Rangaloo PO Jumarmur Dist Nagaon State Assam PIN Code 782427, Pin-782427",AS/2012/0052653,SC/AS/NGN/00804,"318, Ground Floor, Hati Pukhuri Gaon Panchayat Office, Gorajan PWD Road, Nagaon",Non-Residential School,2,SC,AS/AS/00000402/SC/04-22/54970,2022-23,5/13/2022,,,
59477,ASSAM,18,NAGAON,297,c,Global Health and Education Centre,"Rupahi (near Bhakatgaon), P.O. Rupahi, Dist. Nagaon, State: Assam, PIN Code:, Pin-000000",AS/2012/0052657,SC/AS/NGN/00813,"271, Ground Floor, Near Joyguru High School, Garajan Road, Nagaon",Non-Residential School,2,SC,AS/AS/00000406/SC/04-22/54971,2022-23,5/13/2022,,,
59478,UTTAR PRADESH,9,BARABANKI,129,c,Basic Utthan Evam Gramin Sewa Sansthan,"C/o Child Friendly SchoolVill- Chhandwal,Post-Hunsepur,Block- Banikodar, District- Barabanki -225405 U.P., Pin-225001",UP/2009/0023565,SC/UP/BRB/00747,"00, Graund, NH 28 Toll Plaza Ahmadpur, Link Road Chhandwal to Hathaundha, Barabanki",Non-Residential School,2,SC,UP/UP/00001107/SC/04-22/54972,2022-23,5/9/2022,,,
59514,ODISHA,21,NABARANGAPUR,366,c,Jungalee Unayan Parisad,"Jungalee Unayan ParisadAt-Erai, Po.- Charampa, Dist- BhadrakPin No.-756101, Pin-756101",OR/2016/0109981,SC/OR/NBR/00702,"23/339, 1st, Near Badakumari G P, At- Badakumari, Umerkote",Residential School,1,SC,OR/OR/00005751/SC/04-22/54983,2022-23,5/11/2022,,,
59532,MADHYA PRADESH,23,BHIND,395,c,Ashok Shiksha Prasar Samiti,"Ashok Shiksha Prasar Samiti,18 B Pritam Vihar Colony University Road Thatipur Gwalior (M.P.) 470011",MP/2009/0022782,SC/MP/BHN/01153,"50, Ground Floor, Village Bhikampura Road, Bhikampura Road , Bhikampura Road Lahar Distt Bhind ",Non-Residential School,2,SC,MP/MP/00005195/SC/04-22/54985,2022-23,5/14/2022,,,
59534,ODISHA,21,DHENKANAL,352,c,MAHILA UNNAYAN PATHAGAR,"AT-AMBAPADA, PO-KARAMUL, VIA-MAHIMAGADI",OR/2014/0079295,SC/OR/DHK/01434,"47, Ground First floor, Mangala Mandir, Jiridamali, Kamakhyanagar",Hostel,3,SC,OR/OR/00003719/SC/04-22/54987,2022-23,5/14/2022,,,
59536,RAJASTHAN,8,BIKANER,93,c,GRAMIN KALYAN SOCIETY,"MAHAJAN , LOONKARANSAR, BIKANER, Pin-334604",RJ/2016/0108979,SC/RJ/BIK/00779,"NA, NA, NA, NEAR RAMDEV JI TEMPLE, RAMPURA, BHIMNAGAR, PARSHAD ROAD, BIKANER",Non-Residential School,2,SC,RJ/RJ/00005679/SC/04-22/54989,2022-23,5/12/2022,,,
59559,ODISHA,21,BHADRAK,348,c,NIKHILA UTKAL HARIJAN ADIVASI SEVA SANGHA,"Nikhila Utkal Harijan Adivasi Seva SanghaPlot No.-773, Lane-3, Jayadev Vihar,Bhubaneswar-751013,Dist- Khorda, Odisha., Pin-751013",OR/2010/0029070,SC/OR/BDK/00954,"130, 1st, Near Laxmidaspur Chhak, At-Bayalish Bindha, Basudevpur",Residential School,1,SC,OR/OR/00005137/SC/04-22/54995,2022-23,5/13/2022,,,
59561,UTTAR PRADESH,9,BANDA,128,c,Shri Ram Janki Educational ,"Sainik Nagar, 108, Lane-12, Pin-226025",UP/2021/0280970,SC/UP/BAN/07334,"00, all flor, Four KM MileStone Banda Road , Banda Road, Baberu Banda",Residential School,1,SC,UP/UP/00023659/SC/04-22/54997,2022-23,5/14/2022,,,
59563,ODISHA,21,CUTTACK,350,c,SADJYOTIKA,"AT-APARNA NAGAR
PO-CHAULIAGANJ,NAYABAZAR,
CUTTACK
PIN-753004",OR/2009/0020510,SC/OR/CTT/03396,"337, 1st & 2nd, Building, OMP square, Ward no42 of CMC, Chauliaganj Thatarisahi, Cuttack",Hostel,3,SC,OR/OR/00009222/SC/04-22/54999,2022-23,5/15/2022,,,
59633,MADHYA PRADESH,23,UJJAIN,435,c,Madhya Pradesh Bairwa Sanskrit Parishad,"125 bagpura sawar road ujjain , pincode - 456010, Pin-000000",MP/2016/0107200,SC/MP/UJJ/00474,"7, 1-3, BULDING, NEAR BRIDGE, MAYAPURI,HIRAMILL KI CHAI, AGAR ROAD, UJJAIN",Non-Residential School,2,SC,MP/MP/00000482/SC/04-22/55046,2022-23,5/8/2022,,,
59635,ASSAM,18,KAMRUP,291,c,Dr Ambedkar Mission,"Vill-Dhopatari, P.O.- Changsari,
Dist.- Kamrup, Assam
Pin-781101",AS/2010/0025237,SC/AS/KMP/00936,"305b, GROUND FLOOR, NEAR RAILWAY STATION, GNB ROAD, GUWAHATI",Non-Residential School,2,SC,AS/AS/00003542/SC/04-22/55048,2022-23,5/11/2022,,,
59636,ASSAM,18,KAMRUP,291,c,Dr Ambedkar Mission,"Vill-Dhopatari, P.O.- Changsari,
Dist.- Kamrup, Assam
Pin-781101",AS/2010/0025237,SC/AS/KMP/00968,"305B, GROUND FLOOR, NEAR RAILWAY STATION, GNB ROAD, DHOPATARI",Non-Residential School,2,SC,AS/AS/00003542/SC/04-22/55049,2022-23,5/11/2022,,,
59639,KARNATAKA,29,YADGIR,635,c,DR BABA SAHEB AMBEDKAR VIDYA VARDHAKA SANGHA SHOROPUR,"RANGAMPET -SHORAPUR DT- YADGIR ( Old District- Gulbarga ) PIN-585220, Pin-585224",KA/2013/0068894,SC/KA/YDG/01034,"S.No.4, NA, Dr Baba Saheb Ambedkar Vidya Vardhaka Sangha Residential School Shorapur , Near Petrol Bunk Hasanapur Camp, Ward No.  31, Bidar to Bangalore Road, Shorapur ",Residential School,1,SC,KA/KA/00007122/SC/04-22/55052,2022-23,5/10/2022,,,
59659,RAJASTHAN,8,GANGANAGAR,100,c,MANOHAR BAL MANDIR SAMITI,"5-D-BLOCK, SRI GANGANAGAR (Raj.) 335001, Pin-335001",RJ/2016/0107446,SC/RJ/GNG/00827,"108 , Setia Colony, 108 Setia Colony, Setia Colony, Setia Colony, 108 Setia Colony, Sri Ganganagar",Non-Residential School,2,SC,RJ/RJ/00006209/SC/04-22/55058,2022-23,5/14/2022,,,
59728,MAHARASHTRA,27,NANDED,485,c,Shri Sant Shiromani Manmath Swami Shikshan Prasarak Mandal Shewadi Ba Tq loha Dist Nanded,"At Post Shewadi Ba Tq Loha Dist Nanded Maharashtrapin 431708, Pin-431708",MH/2016/0104459,SC/MH/NAN/01084,"714, Ground And First , Near Mahatma Basveshwar Chouk , Main Road , Shewadi Ba ",Residential School,1,SC,MH/MH/00006827/SC/04-22/55112,2022-23,4/25/2022,,,
59796,WEST BENGAL,19,HOWRAH,313,c,Chiranabin,"Vill Parbakshi PO Bakshi Dist Howrah,West Bengal-pin711303",WB/2009/0002088,SC/WB/HWR/00553,"840/2, Ground floor, Parbakshi Primary School, Kuliya road, Dhanyaghari Village",Hostel,3,SC,WB/WB/00003215/SC/04-22/55139,2022-23,4/30/2022,,,
59806,RAJASTHAN,8,GANGANAGAR,100,c,balram adarsh vidyalaya samiti,"21 shanker colony 1st meera chowk sri ganganagar 335001, Pin-335001",RJ/2012/0050723,SC/RJ/GNG/01647,"21, Ground floor, building, MEERA CHOWK, Shanker colony 1st, Meera Chowk S.S.B. Road, SRI GANGANAGAR",Non-Residential School,2,SC,RJ/RJ/00001877/SC/04-22/55149,2022-23,5/14/2022,,,
59809,UTTAR PRADESH,9,DEORIA,137,c,Bal Kalyan Kendra,"Vill-    Pindra    , 
P.O.- Deoria
Distt- Deoria ,
Pin Code -274001",UP/2016/0097070,SC/UP/DER/01194,"Pidara, GROUND FLOOR, Near Balaji Tirupati Mandir, PIDARA ROAD PIDARA, Deoria",Non-Residential School,2,SC,UP/UP/00008129/SC/04-22/55152,2022-23,5/9/2022,,,
59840,ASSAM,18,NAGAON,297,c,RUPAHI KOHINOOR CLUB,"RUPAHI KOHINOOR CLUB
RUPAHI TINIALI
PO RUPAHI
DIST NAGAON (ASSAM)
PIN 782125",AS/2009/0021630,SC/AS/NGN/01625,"117, GROUND FLOOR, NEAR BOU BAZAR, GORAJAN BAZAR TO KHATUWAL TINIALI ROAD, NAGAON",Non-Residential School,2,SC,AS/AS/00001860/SC/04-22/55173,2022-23,5/15/2022,,,
59841,MADHYA PRADESH,23,JABALPUR,411,c,ATIHASIK MAHILA SHIKSHA SAMITI,NEW RAM NAGER NEAR SHANTA MATA MANDIR ADHARTAL JABALPUR (M.P) PIN CODE 482004,MP/2012/0052452,SC/MP/JBL/00733,"22726, ground floor, building sapreat, near shanta mata mandir, new ram nagar, adhartal road, jabalpur",Non-Residential School,2,SC,MP/MP/00000845/SC/04-22/55174,2022-23,5/13/2022,,,
59880,UTTAR PRADESH,9,BALLIA,126,c,YAHODA NANDAN GRAMODYOG SEVA AVAM SHIKSHAN SANSTHAN,"IBRAHIMPATTI, BELTHRA ROAD, BALLIA",UP/2016/0113158,SC/UP/BAL/00763,"ballia, Ground, Ibrahimpatti, Ibrahimpatti, Ballia",Non-Residential School,2,SC,UP/UP/00005606/SC/04-22/55202,2022-23,5/10/2022,,,
59967,WEST BENGAL,19,MALDAH,316,c,BENGAL EDUCATIONAL ,"1C SHRIJAT APARTMENT, BASULITOLA LANE, PO- MOKDUMPUR, DIST-MALDA, PIN-732103, WEST BENGAL., INDIA., Pin-732103",WB/2021/0298936,SC/WB/MLD/07472,"1c, First Floor, Shrijat Apartment, Prova Store, Basulitala Lane, Basulitala Road, Maldah",Hostel,3,SC,WB/WB/00025559/SC/04-22/55230,2022-23,4/27/2022,,,
60138,MADHYA PRADESH,23,BHOPAL,396,c,Shri Shri Ma Anandmayee Upavan Shiksha Samiti,"Shri Shri Ma Anandmayee upavan Shiksha Samiti,Shri Shri Mata Anandmayee Ashram,Old Dairy Farm,Bairagarh 462030",MP/2016/0105145,SC/MP/BHP/03231,"N/a, N/a, Shri Shri Ma Anandmayee upavan Shiksha Samiti, Shri Shri Mata Anandmayee Ashram, Shri Shri Mata Anandmayee Ashram, Old Dairy Farm, BHOPAL",Non-Residential School,2,SC,MP/MP/00009832/SC/04-22/55276,2022-23,4/28/2022,,,
60169,UTTAR PRADESH,9,AMETHI,640,c,Atal Gramodyog Sewa Samiti Amethi UP,"Atal Gramodyog Sewa Samiti AmethiShivkanti Sadan ChankyapuriPost- AmethiDistrict- AmethiU.P.Pin- 227405, Pin-000000",UP/2016/0105204,SC/UP/AME/01046,"NA, NA, NEAR BUILDING BARAMASI AMETHI, PURE SHEETAL , AMETHI",Non-Residential School,2,SC,UP/UP/00003010/SC/04-22/55296,2022-23,5/10/2022,,,
60627,RAJASTHAN,8,GANGANAGAR,100,c,shri krishan vidhalaya parbandhak samiti,Shri Krishan Vidhalaya Parbdhak Samiti padampur near parnami mandir 335041,RJ/2012/0050886,SC/RJ/GNG/01101,"2174, 1, WARD NO 8, NEW DHAN MANDI ROAD, INDIRA COLONY, WARD NO 8, PADAMPUR",Non-Residential School,2,SC,RJ/RJ/00002187/SC/04-22/55329,2022-23,5/14/2022,,,
60635,RAJASTHAN,8,JAIPUR,102,c,jack and jill society,5/276 aggarwal farm S.F.S.mansarovar jaipur 302020 ,RJ/2012/0050909,SC/RJ/JPR/01576,"117/60, 2, AGGARWAL FARM, NEAR LIBERTY HOSPITAL, 117, MANSAROVAR, JAIPUR",Non-Residential School,2,SC,RJ/RJ/00002202/SC/04-22/55330,2022-23,5/14/2022,,,
60773,MAHARASHTRA,27,PARBHANI,489,c,PRAYAS EDUCATION SOCIETY PURNA TQ PURNA DIST PARBHANI,"DR AMBEDKAR ROAD PURNA TQ PURNA DIST PARBHANI, Pin-000000",MH/2016/0100279,SC/MH/PBN/01069,"3-5-2, 1ST FLOOR, BUILDING, NEAR VITTHAL RUKMAI TEMPLE, KHATIK GALLI PURNA, ASHOK NAGAR ROAD PURNA, PURNA",Residential School,1,SC,MH/MH/00012564/SC/04-22/55355,2022-23,5/14/2022,,,
60809,MAHARASHTRA,27,DHULE,474,c,ADARSH SHIKSHAN PRASARAK MANDAL,"ADARSH SHIKSHAN PRASARAK MANDALADARSH INSTITUTIONAL CAMPUSBEHIND EKTA NAGARNAKANE ROAD DEOPUR, Pin-000000",MH/2010/0031026,SC/MH/DHU/01050,"433-1, Groud, Nakane war Road, Nakane War, War",Residential School,1,SC,MH/MH/00004614/SC/04-22/55358,2022-23,5/15/2022,,,
60823,MAHARASHTRA,27,DHULE,474,c,ADARSH SHIKSHAN PRASARAK MANDAL,"ADARSH SHIKSHAN PRASARAK MANDALADARSH INSTITUTIONAL CAMPUSBEHIND EKTA NAGARNAKANE ROAD DEOPUR, Pin-000000",MH/2010/0031026,SC/MH/DHU/00794,"433, Groud and first, Nakane war Road, Nakane War, War",Residential School,1,SC,MH/MH/00004614/SC/04-22/55359,2022-23,5/15/2022,,,
60837,KARNATAKA,29,VIJAYAPURA,530,c,SHRI RAMAKRISHNA PARAMAHAMSA VIVEKANAND SAMSTE,"NIMBAL K.D. TAL: INDI, DIST: VIJAPUR, Pin-586211",KA/2021/0285821,SC/KA/VJP/07568,"NIMBAL, Ground floor, NIMBAL, NIMBAL K.D., INDI",Hostel,3,SC,KA/KA/00024878/SC/04-22/55361,2022-23,5/6/2022,,,
60838,UTTAR PRADESH,9,KHERI,159,c,Servants of India Society,"Servants of India Society
846, Shivajinagar, BMCC Road
Pune - 411 004",MH/2012/0052519,SC/UP/KHR/00864,"ATS Palia, 2nd floor, BHL Sugar Mill, Bheera Road, Palia Kalan",Residential School,1,SC,UP/MH/00000946/SC/04-22/55362,2022-23,5/4/2022,,,
60879,HARYANA,6,SONIPAT,75,c,Adarsh Saraswati Shiksha Samiti,"Adarsh Saraswati Shiksha Samiti Sant Garib Dass Gali No. 2 Kakroi Road, Sonipat Haryana Pin-131001",HR/2009/0020594,SC/HR/SNP/00539," 703/15, ground floor, Sant garib das nager, Near Dharm Kanta , Sant Garib Das Nager, SANT GARIB DAS NAGER GALI NO 3, Sonepat",Non-Residential School,2,SC,HR/HR/00000403/SC/04-22/55373,2022-23,5/13/2022,,,
60947,RAJASTHAN,8,KOTA,109,c,SUHIT JAN KALYAN SAMITI,"20, SPECIAL VIGYAN NAGAR, KOTA (RAJASTHAN) PINCODE-324005, Pin-324005",RJ/2016/0104932,SC/RJ/KOT/01211,"IPC-17, 1, 1, JAGPURA, JAGPURA, KOTA, JAGPURA, KOTA, KOTA",Residential School,1,SC,RJ/RJ/00005532/SC/04-22/55381,2022-23,5/14/2022,,,
60984,KARNATAKA,29,CHITRADURGA,533,c,Swabhimaan Education Society,"K.H.B Colony Vedavathi Nagar,Hiriyur, Chitradurga District  572 144",KA/2016/0105859,SC/KA/CTR/01369,"Sy.No.9/2P, GF and FF, Hiriyur Pavagada Road, Kanajanahalli Road, Hiriyur",Residential School,1,SC,KA/KA/00003650/SC/04-22/55386,2022-23,5/1/2022,,,
61067,UTTAR PRADESH,9,AMETHI,640,c,baba ram nath shiksha samiti,vill bahorapur post tehsil dist amethi 227405,UP/2016/0106866,SC/UP/AME/01255,"Bahorapur, Post - Amethi, Near Camad Cold Store Amethi, Durgapur Road Amethi, Amethi",Non-Residential School,2,SC,UP/UP/00004200/SC/04-22/55409,2022-23,5/1/2022,,,
61072,UTTAR PRADESH,9,MUZAFFARNAGAR,172,c,MAHALAXMI MAHILA VIKAS SAMITI,"898-sanjay marg Gandhi nagar Muzaffarnagar u.p.-251001, Pin-251001",UP/2020/0261103,SC/UP/MZN/03335,"main road, ground floor, near block office, morna shukartal road, village",Non-Residential School,2,SC,UP/UP/00022155/SC/04-22/55413,2022-23,4/30/2022,,,
61142,UTTAR PRADESH,9,AMETHI,640,c,baba ram nath shiksha samiti,vill bahorapur post tehsil dist amethi 227405,UP/2016/0106866,SC/UP/AME/07650,"BAHORAPUR, 1ST, NEAR CAMAD COLD STORE AMETHI, DURGAPUR RAOD AMETHI, AMETHI",Non-Residential School,2,SC,UP/UP/00004200/SC/05-22/55440,2022-23,5/8/2022,,,
61146,RAJASTHAN,8,KOTA,109,c,navodaya bal vidhyalaya samiti,"1-g-41 , MAHAVEER NAGAR EXT. KOTA, Pin-000000",RJ/2014/0083844,SC/RJ/KOT/01399,"52, GROUND FLOOR, BUILDING, NEAR SANWARIYA JI MANDIR, HARIOM NAGAR, HARIOM NAGAR, KOTA",Non-Residential School,2,SC,RJ/RJ/00005133/SC/05-22/55444,2022-23,5/14/2022,,,
61147,RAJASTHAN,8,KOTA,109,c,ANKITA BAL VIDHYA MANDIR SHIKSHA SAMITI,"H.NO. R-38, ROYAL CITY, ADHITYA AWAS VISTAR, BAJRANG NAGAR, KOTA, Pin-324005",RJ/2016/0107390,SC/RJ/KOT/01476,"01, GROUND FLOOR, BUILDING, OPPOSITE NIDHI BHAWAN, INDRA GANDHI NAGAR, NIDHI BHAWAN, KOTA",Non-Residential School,2,SC,RJ/RJ/00006469/SC/05-22/55445,2022-23,5/15/2022,,,
61169,MAHARASHTRA,27,CHATRAPATI SAMBHAJINAGAR,469,c,CHETNA SHIKSHAN SANSTHA,"CHETNA SHIKASHAN SANSTHA, C/o ASHOK JADHAV, SARTHAK NIWAS, SANTOSHI NAGER, NEAR TRISHUL APARTMENT, NARALI BUAG, AURANGABAD-431001 (M.H.), Pin-431001",MH/2017/0120079,SC/MH/AGD/01299,"Plot 6,7, Ground Floor , Datta Prasad Tower , Eknath Nagar , Duarkapuri , Deogiri Collage Road , Aurangabad ",Non-Residential School,2,SC,MH/MH/00003785/SC/05-22/55458,2022-23,5/18/2022,,,
61237,MAHARASHTRA,27,CHANDRAPUR,473,c,SANT GAJANAN MAHARAJ SHIKSHAN PRASARAK MANDAL,"SANT GAJANAN MAHARAJ SHIKSHAN PRASARAK MANDAL SINDEWAHI NEW BUS STAND TRIVENI NAGAR SINDEWAHI TQ.SINDEWAHI DIST.CHANDRAPUR STATE.MAHARASHTRA-441222, Pin-441222",MH/2012/0050777,SC/MH/CPR/01295,"211, ground floor, pathari road, pathari road, Town",Hostel,3,SC,MH/MH/00001638/SC/05-22/55477,2022-23,5/13/2022,,,
61242,KARNATAKA,29,CHITRADURGA,533,c,Swabhimaan Education Society,"K.H.B Colony Vedavathi Nagar,Hiriyur, Chitradurga District  572 144",KA/2016/0105859,SC/KA/CTR/01373,"Sy.No.9/2P, GF and FF, Hiriyur Pavagada Road, Kanajanahalli Road, Hiriyur",Residential School,1,SC,KA/KA/00003650/SC/05-22/55479,2022-23,5/4/2022,,,
61328,KARNATAKA,29,CHIK BALLAPUR,630,c,CAUVERY RURAL DEVELOPMENT SOCIETY,"CAUVERY RURAL DEVELOPMENT SOCIETY 23RD YERRAPENTLA BAGEPALLI TALUK CHIKKABALLAPUR DIST 
ADMN OFF  23RD WARD CAUVERY CAMPUS BAGEPALLI TOWN CHIKKABALLAPUR DIST 561207 KARNATAKA ",KA/2017/0117128,SC/KA/CHB/07386,"HL No.8/3, Ground Floor, Behind Raghavendra Swamy Temple, 23rd Ward Bagepalli Town, Bagepalli Town",Residential School,1,SC,KA/KA/00013409/SC/05-22/55506,2022-23,5/5/2022,,,
61329,MAHARASHTRA,27,PARBHANI,489,c,TIRUPATI BALAJI SEVABHAVI AND EDUCATION SANSTHA AT. TADLIMBA,TIRUPATIL BALAJI SEVABHAVI SHAIKSHANIK SANSTHA OFFICE ADDRESS SHRI SANT MAULI GURUKUL BEHIND MISICOL OIL MILL NEAR MIDC BASMAT RAOD PARBHANI 431401,MH/2016/0100170,SC/MH/PBN/01284,"1132, GROUND FLOOR, VENKATESH VIDYALAYA, SHRI SANT MAULI DNYANTHIRTH GURUKUL BEHIND MOCICOL OIL MILL NEAR MIDC VASMAT ROAD PARBHANI, SHREYAS NAGAR, VASMAT ROAD, PARBHANI",Hostel,3,SC,MH/MH/00008705/SC/05-22/55507,2022-23,5/8/2022,,,
61345,MAHARASHTRA,27,HINGOLI,477,c,JYOTIBA PHULE SEVA TRUST NANDED,"FLAT NO 7 LAXMINARAYAN APARTMENT SHIVAJI NAGAR NEAR AADHAR HOSPITAL, Pin-431602",MH/2014/0072121,SC/MH/HIN/01600,"Sur No 9, Ground First, Gayatri Mandir, Andharwadi Road, Andharwadi",Hostel,3,SC,MH/MH/00000427/SC/05-22/55520,2022-23,5/12/2022,,,
61346,ODISHA,21,DHENKANAL,352,c,jeevan jyoti club for social welfare and rural development,"AT-MAHADIA, PO-BELAPADAVIA-GADASILADIST-DHENKANALSTATE-ORISSAPIN-759025INDIA, Pin-759025",OR/2009/0021858,SC/OR/DHK/01110,"1651, 2 stair Building, Two KM from Bhapur chhaka, Near Rathapada chowk, Village",Hostel,3,SC,OR/OR/00001123/SC/05-22/55521,2022-23,5/15/2022,,,
61349,KARNATAKA,29,MYSORE,545,c,Jana Kalyana Trust,"Jana Kalyana Trust, 
402, I main, II block, I stage, 
HBR Layout, Bangalore 560043",KA/2016/0107112,SC/KA/MYS/01128,"S 29/1, Ground, Honnapura, Bodhidhama, Periyapatna",Residential School,1,SC,KA/KA/00005163/SC/05-22/55524,2022-23,5/5/2022,,,
61380,MAHARASHTRA,27,PARBHANI,489,c,TIRUPATI BALAJI SEVABHAVI AND EDUCATION SANSTHA AT. TADLIMBA,TIRUPATIL BALAJI SEVABHAVI SHAIKSHANIK SANSTHA OFFICE ADDRESS SHRI SANT MAULI GURUKUL BEHIND MISICOL OIL MILL NEAR MIDC BASMAT RAOD PARBHANI 431401,MH/2016/0100170,SC/MH/PBN/01463,"1132, FIRST FLOOR, VENKATESH VIDYALAYA, SHRI SANT MAULI DNYANTHIRTH GURUKUL SHREYAS NAGAR BEHIND MOCICOL OIL MILL NEAR MIDC VASMAT ROAD PARBHANI, SHREYAS NAGAR, VASMAT ROAD, PARBHANI",Non-Residential School,2,SC,MH/MH/00008705/SC/05-22/55552,2022-23,5/8/2022,,,
